FIR_REG_NUM,CHARGESHEET_OR_NOT,CHARGESHEET_DT,FR_TYPE,COURT_DISPOSAL,DISPOSAL_DT
UP2024123200148,N,2025-02-21,C-Summary,,
UP2023001500067,N,2023-10-31,A-Summary,,
UP2025060000102,Y,2025-08-14,,Pending Trial,
UP2025051200164,Y,2025-07-01,,Pending Trial,
UP2023032700038,Y,2024-02-25,,Pending Trial,
UP2023049800020,Y,2023-07-05,,Pending Trial,
UP2025129100043,Y,2025-09-14,,Pending Trial,
UP2025051200165,N,2025-12-24,A-Summary,,
UP2024103400020,Y,2024-12-22,,,
UP2025054200187,N,2025-08-21,B-Summary,,
UP2025055700145,Y,2025-11-18,,Pending Trial,
UP2024079900070,Y,2024-03-27,,Pending Trial,
UP2025133700036,Y,2025-10-23,,,
UP2023091500064,Y,2023-04-10,,,
UP2024014700025,Y,2024-12-19,,Pending Trial,
UP2024014400074,Y,2024-12-17,,Discharged,2026-02-08
UP2023146000059,N,2023-08-21,A-Summary,,
UP2025080100062,Y,2025-11-11,,,
UP2023021400022,Y,2023-10-12,,,
UP2024134100039,N,2025-05-07,C-Summary,,
UP2023149600094,Y,2023-10-23,,Convicted,2024-02-22
UP2024116400023,Y,2025-02-16,,Pending Trial,
UP2023052700089,Y,2023-10-15,,Pending Trial,
UP2025069200106,Y,2025-10-22,,Pending Trial,
UP2024121400106,N,2025-09-14,B-Summary,,
UP2024015800081,Y,2024-10-03,,,
UP2023063000061,Y,2023-06-10,,,
UP2025045800098,N,2025-11-06,A-Summary,,
UP2025108500152,Y,2026-04-19,,,
UP2024082100075,N,2025-01-10,B-Summary,,
UP2024062100101,N,2025-02-05,A-Summary,,
UP2025002800095,N,2025-12-16,C-Summary,,
UP2023054700108,Y,2023-10-28,,,
UP2024010400044,N,2025-06-23,C-Summary,,
UP2023002600043,N,2024-06-14,B-Summary,,
UP2024144200131,N,2024-08-25,A-Summary,,
UP2024076100124,N,2025-04-14,B-Summary,,
UP2025056300165,N,2025-10-01,C-Summary,,
UP2025047400110,Y,2025-07-31,,,
UP2025147600214,N,2025-11-06,A-Summary,,
UP2025142000049,Y,2026-02-28,,Pending Trial,
UP2023133000102,N,2024-10-28,A-Summary,,
UP2025147900177,N,2026-03-21,A-Summary,,
UP2024083300053,N,2024-10-29,A-Summary,,
UP2025107000072,Y,2025-05-23,,Pending Trial,
UP2025077400035,N,2025-07-11,A-Summary,,
UP2024094200057,N,2025-10-05,A-Summary,,
UP2025020900050,N,2026-05-07,B-Summary,,
UP2025043700088,N,2026-06-30,A-Summary,,
UP2023066700009,Y,2024-03-03,,Pending Trial,
UP2023061700016,Y,2023-06-05,,Pending Trial,
UP2023148400140,Y,2023-09-01,,Pending Trial,
UP2024110400069,Y,2025-01-14,,,
UP2023053100152,N,2024-06-19,B-Summary,,
UP2025018500031,Y,2025-12-18,,Pending Trial,
UP2023112300078,N,2024-03-01,C-Summary,,
UP2024054300143,Y,2024-09-30,,Pending Trial,
UP2024076200080,N,2025-07-15,C-Summary,,
UP2024001600068,Y,2024-11-06,,Pending Trial,
UP2024097100080,N,2025-06-12,B-Summary,,
UP2025084800109,N,2025-11-25,C-Summary,,
UP2024147600183,Y,2024-07-30,,Pending Trial,
UP2025121200145,N,2026-06-30,A-Summary,,
UP2025054600168,N,2025-12-19,A-Summary,,
UP2023143900089,Y,2023-05-27,,,
UP2025122500141,N,2026-06-30,C-Summary,,
UP2025019700152,N,2025-09-29,B-Summary,,
UP2024147800099,Y,2024-11-27,,Convicted,2025-09-17
UP2023122200060,N,2024-02-14,C-Summary,,
UP2025120000108,N,2026-04-29,C-Summary,,
UP2024057600121,N,2025-10-21,A-Summary,,
UP2025049100084,Y,2025-08-22,,,
UP2025147400128,N,2026-02-10,B-Summary,,
UP2025044900090,Y,2025-04-25,,,
UP2025048900105,Y,2025-09-06,,,
UP2025065500024,Y,2025-01-17,,,
UP2025053100239,Y,2026-06-30,,Pending Trial,
UP2024133300124,Y,2025-01-23,,,
UP2023060300067,Y,2023-12-19,,Pending Trial,
UP2024060500118,N,2024-09-16,B-Summary,,
UP2024122100081,N,2024-10-21,A-Summary,,
UP2024067300013,Y,2024-08-04,,Pending Trial,
UP2025052400025,N,2026-02-06,C-Summary,,
UP2023021100033,N,2024-09-16,A-Summary,,
UP2025110000164,Y,2026-02-22,,Pending Trial,
UP2023017500037,Y,2023-11-23,,Convicted,2025-01-24
UP2025068500110,Y,2026-03-16,,Pending Trial,
UP2025144200155,Y,2026-02-15,,,
UP2024091300100,Y,2024-06-28,,Pending Trial,
UP2025016200146,N,2025-08-18,C-Summary,,
UP2023149300100,N,2024-03-22,B-Summary,,
UP2024060100089,N,2025-04-10,A-Summary,,
UP2025146000091,Y,2025-09-18,,Convicted,2026-02-02
UP2024074700106,N,2024-12-24,A-Summary,,
UP2025147300229,N,2026-06-30,C-Summary,,
UP2023062100064,N,2024-04-08,A-Summary,,
UP2025121800143,N,2026-01-05,B-Summary,,
UP2025139800172,Y,2025-08-12,,,
UP2024044900068,N,2024-08-21,A-Summary,,
UP2025036700090,Y,2025-09-28,,Pending Trial,
UP2024027100060,N,2024-11-27,C-Summary,,
UP2025098500065,Y,2025-05-21,,,
UP2024053100201,Y,2025-05-23,,Pending Trial,
UP2024095600079,Y,2025-07-15,,,
UP2024057800117,N,2025-02-18,A-Summary,,
UP2025133200095,N,2025-11-26,A-Summary,,
UP2023099200044,N,2024-07-12,A-Summary,,
UP2025144000154,Y,2025-12-16,,Pending Trial,
UP2024126400023,Y,2024-12-23,,,
UP2023086100017,Y,2024-01-14,,,
UP2025083000142,N,2025-11-20,A-Summary,,
UP2023149000116,Y,2024-03-09,,,
UP2024135900008,Y,2024-12-17,,Acquitted,2025-08-02
UP2025123100111,Y,2025-10-22,,Pending Trial,
UP2024054300144,Y,2024-11-02,,,
UP2024054600139,N,2024-08-03,B-Summary,,
UP2024148800093,Y,2025-03-12,,,
UP2023073700088,Y,2023-07-16,,,
UP2025085700079,N,2025-09-06,B-Summary,,
UP2023091300056,N,2024-09-25,B-Summary,,
UP2025003200121,N,2025-04-08,A-Summary,,
UP2025062700077,N,2026-02-27,A-Summary,,
UP2025052200055,Y,2025-08-05,,Convicted,2026-06-30
UP2024121700124,Y,2024-09-24,,Pending Trial,
UP2024023900012,Y,2024-05-04,,,
UP2023095700053,N,2024-09-13,A-Summary,,
UP2024082300093,Y,2025-07-29,,Pending Trial,
UP2024121600123,Y,2025-02-14,,Pending Trial,
UP2024127900127,N,2025-05-07,A-Summary,,
UP2025148200216,N,2025-11-24,A-Summary,,
UP2023104300148,Y,2023-11-12,,Pending Trial,
UP2025052200056,N,2026-03-11,A-Summary,,
UP2023056100067,N,2024-01-13,B-Summary,,
UP2023010300023,N,2024-01-29,C-Summary,,
UP2025060600121,N,2025-04-19,C-Summary,,
UP2024095400082,N,2024-09-07,C-Summary,,
UP2025138700026,Y,2025-12-07,,,
UP2025132800193,N,2025-11-23,A-Summary,,
UP2023045300015,Y,2023-07-22,,Pending Trial,
UP2025100900032,Y,2025-07-15,,,
UP2024139900150,N,2025-03-09,A-Summary,,
UP2025032900047,Y,2025-07-28,,,
UP2024147200193,Y,2025-01-02,,,
UP2024141800038,Y,2025-02-09,,,
UP2025129100044,Y,2026-02-28,,Pending Trial,
UP2025098700067,N,2026-06-30,A-Summary,,
UP2023123400060,N,2024-11-10,B-Summary,,
UP2023076100087,Y,2023-11-08,,,
UP2024053000168,N,2025-06-08,A-Summary,,
UP2025055200153,N,2025-09-05,C-Summary,,
UP2024116800059,Y,2024-12-31,,Convicted,2025-09-04
UP2025013900086,N,2025-11-10,A-Summary,,
UP2024121600124,Y,2024-07-30,,Pending Trial,
UP2025106600075,Y,2025-08-20,,Acquitted,2026-06-30
UP2023110300068,N,2023-11-25,B-Summary,,
UP2023058300049,Y,2024-03-01,,,
UP2024037000035,Y,2024-09-21,,Acquitted,2025-03-24
UP2023105200115,Y,2023-08-26,,Pending Trial,
UP2024063200086,N,2025-06-21,B-Summary,,
UP2024003300074,Y,2024-07-25,,Acquitted,2025-08-04
UP2025128100087,N,2025-12-08,A-Summary,,
UP2024060100090,N,2025-09-04,C-Summary,,
UP2023132700079,Y,2023-07-23,,Pending Trial,
UP2023074100054,N,2024-07-24,B-Summary,,
UP2025145900102,Y,2026-01-22,,Pending Trial,
UP2025054000156,N,2025-09-12,B-Summary,,
UP2025115400126,Y,2026-03-11,,Pending Trial,
UP2023077900019,N,2023-12-18,C-Summary,,
UP2024127900128,N,2024-08-28,C-Summary,,
UP2025106700090,Y,2026-04-03,,,
UP2024143500134,N,2025-03-26,B-Summary,,
UP2023119800074,N,2023-05-21,A-Summary,,
UP2025005000129,N,2025-11-08,C-Summary,,
UP2025144000155,Y,2025-06-06,,Pending Trial,
UP2024148300111,Y,2024-07-19,,,
UP2025028700101,Y,2026-01-22,,Pending Trial,
UP2024051700035,Y,2025-03-02,,,
UP2024027300068,N,2025-02-05,A-Summary,,
UP2025140600108,Y,2026-01-17,,,
UP2023123300104,N,2023-11-09,A-Summary,,
UP2025026100072,Y,2025-11-01,,Pending Trial,
UP2025034700071,N,2026-01-04,A-Summary,,
UP2025119800123,Y,2025-12-31,,Pending Trial,
UP2023065700015,Y,2023-09-30,,Pending Trial,
UP2025092700032,Y,2025-06-01,,,
UP2024035500017,Y,2024-09-29,,,
UP2024147800100,N,2025-07-13,B-Summary,,
UP2023052900075,N,2024-06-07,A-Summary,,
UP2025050900182,N,2026-04-28,A-Summary,,
UP2024071100026,Y,2024-06-23,,Pending Trial,
UP2023002900068,Y,2024-03-12,,,
UP2025134800012,N,2025-11-30,A-Summary,,
UP2024144900026,N,2024-09-06,A-Summary,,
UP2025031100096,Y,2025-12-12,,,
UP2025026600022,Y,2025-09-24,,,
UP2025078900075,Y,2026-01-30,,,
UP2025078400078,Y,2025-08-29,,,
UP2024029000061,Y,2024-07-01,,Pending Trial,
UP2023061100024,N,2023-12-04,C-Summary,,
UP2024114600081,N,2025-06-04,C-Summary,,
UP2024014200069,Y,2024-06-17,,,
UP2024084800080,N,2024-09-22,B-Summary,,
UP2023061200027,Y,2023-06-09,,Pending Trial,
UP2024012600022,Y,2024-07-01,,Pending Trial,
UP2025051500040,Y,2025-04-28,,,
UP2024110700103,N,2025-01-17,C-Summary,,
UP2025054900189,N,2026-04-17,A-Summary,,
UP2023051300092,Y,2024-02-07,,,
UP2023127200100,N,2024-03-19,A-Summary,,
UP2024120900097,N,2025-05-21,B-Summary,,
UP2025123400098,N,2026-04-24,C-Summary,,
UP2025062500068,N,2026-06-30,B-Summary,,
UP2023095700054,N,2024-03-24,A-Summary,,
UP2024104700094,N,2024-10-31,A-Summary,,
UP2024128000174,N,2025-04-09,B-Summary,,
UP2025010800023,Y,2025-03-20,,Pending Trial,
UP2025097200057,N,2026-03-11,B-Summary,,
UP2025076200103,Y,2025-12-06,,,
UP2024029300102,N,2025-02-20,A-Summary,,
UP2024054600140,Y,2025-02-25,,Pending Trial,
UP2025148200217,N,2026-06-30,B-Summary,,
UP2024038000065,Y,2025-01-18,,,
UP2024051100153,Y,2024-11-29,,Pending Trial,
UP2025062300070,N,2025-11-24,A-Summary,,
UP2023036200035,Y,2023-10-03,,,
UP2024095300064,N,2025-06-16,B-Summary,,
UP2023147200111,N,2023-10-01,B-Summary,,
UP2025109600150,N,2025-12-17,A-Summary,,
UP2025003800068,Y,2025-11-12,,Pending Trial,
UP2025028300027,Y,2025-06-23,,Pending Trial,
UP2023074500101,N,2024-04-12,A-Summary,,
UP2023146200045,N,2024-01-27,B-Summary,,
UP2025001400080,N,2026-06-30,A-Summary,,
UP2025116200013,Y,2025-05-08,,Pending Trial,
UP2024083800087,N,2025-06-01,A-Summary,,
UP2025064700021,Y,2025-04-22,,Pending Trial,
UP2024058800053,Y,2025-02-19,,Pending Trial,
UP2024015400015,Y,2025-01-18,,Pending Trial,
UP2023023600017,Y,2024-01-08,,,
UP2024074900034,Y,2024-12-09,,Pending Trial,
UP2024076400070,Y,2024-08-09,,Pending Trial,
UP2024108700083,Y,2024-09-24,,,
UP2025056900188,N,2025-07-09,C-Summary,,
UP2024113600028,Y,2024-08-14,,,
UP2023112900071,Y,2023-09-20,,Pending Trial,
UP2024094600059,N,2024-11-16,A-Summary,,
UP2023036100031,Y,2023-09-22,,Pending Trial,
UP2024030500013,Y,2024-09-27,,Pending Trial,
UP2024000600071,N,2025-02-03,A-Summary,,
UP2024094700088,N,2024-11-29,A-Summary,,
UP2025001100095,Y,2025-12-28,,,
UP2025090000081,Y,2025-06-15,,Pending Trial,
UP2025147700175,Y,2025-07-18,,Pending Trial,
UP2024108600089,N,2025-01-19,B-Summary,,
UP2024083900077,Y,2025-01-26,,Pending Trial,
UP2023058500027,Y,2023-06-17,,Acquitted,2024-11-11
UP2025094600090,N,2026-01-17,A-Summary,,
UP2025140700037,N,2026-06-21,C-Summary,,
UP2024114700085,N,2024-12-10,B-Summary,,
UP2024083700089,N,2024-12-06,C-Summary,,
UP2025120200098,N,2026-05-12,A-Summary,,
UP2024083900078,N,2024-12-01,C-Summary,,
UP2023058400037,Y,2023-12-19,,,
UP2023106800070,N,2023-10-25,A-Summary,,
UP2024087000006,Y,2025-02-04,,Acquitted,2026-06-30
UP2025082800120,Y,2026-05-31,,Pending Trial,
UP2025019500134,Y,2026-03-17,,Pending Trial,
UP2023148500135,Y,2023-12-29,,Pending Trial,
UP2023107400012,N,2024-01-27,A-Summary,,
UP2025038500047,Y,2025-08-12,,Convicted,2026-06-30
UP2023123200112,N,2023-12-04,A-Summary,,
UP2024069400089,N,2025-05-24,C-Summary,,
UP2025053700147,Y,2026-01-10,,Convicted,2026-06-30
UP2023015200013,Y,2023-04-30,,,
UP2025076500076,Y,2025-04-15,,Pending Trial,
UP2024140600087,Y,2024-10-22,,Pending Trial,
UP2023057200103,N,2024-12-03,B-Summary,,
UP2024054000109,Y,2025-02-07,,Pending Trial,
UP2023001100066,N,2023-11-01,B-Summary,,
UP2024002800085,N,2024-11-30,C-Summary,,
UP2023052900076,Y,2023-09-12,,,
UP2023055100071,N,2023-04-30,A-Summary,,
UP2024080600013,N,2025-05-27,B-Summary,,
UP2024022300080,Y,2024-11-22,,,
UP2025105100127,Y,2025-05-31,,,
UP2024107100078,N,2024-11-16,A-Summary,,
UP2024000400076,N,2025-08-12,A-Summary,,
UP2024054100175,Y,2024-12-16,,,
UP2024053600149,N,2024-11-12,C-Summary,,
UP2023121300069,N,2024-01-29,A-Summary,,
UP2024121900099,Y,2024-07-25,,Pending Trial,
UP2023078200051,N,2023-04-11,A-Summary,,
UP2025084400132,Y,2026-03-17,,,
UP2024081500102,Y,2024-09-06,,,
UP2024124100058,Y,2024-11-05,,,
UP2024109200123,Y,2024-12-10,,,
UP2024055600127,N,2025-08-22,B-Summary,,
UP2024008000014,N,2024-06-16,C-Summary,,
UP2024104900122,N,2025-03-28,A-Summary,,
UP2024120000095,Y,2024-11-25,,,
UP2025055800153,Y,2025-10-16,,Pending Trial,
UP2023005000080,N,2024-10-05,A-Summary,,
UP2024040900006,Y,2024-04-19,,,
UP2025055200154,Y,2026-06-30,,,
UP2024030100036,Y,2025-01-26,,Acquitted,2026-06-30
UP2023118200060,Y,2024-03-22,,Acquitted,2025-05-08
UP2023054700109,Y,2023-04-18,,,
UP2024126200083,Y,2024-08-13,,Pending Trial,
UP2025005000130,N,2026-06-30,A-Summary,,
UP2024055700114,N,2024-11-15,A-Summary,,
UP2023033000026,Y,2023-10-08,,Pending Trial,
UP2025110200136,N,2026-04-22,C-Summary,,
UP2023056600112,N,2024-03-10,A-Summary,,
UP2024054700170,Y,2025-05-14,,Acquitted,2026-06-30
UP2024015600078,N,2025-06-22,B-Summary,,
UP2024004600081,N,2025-02-28,C-Summary,,
UP2023005900020,N,2024-04-14,A-Summary,,
UP2024147300193,Y,2025-05-06,,Pending Trial,
UP2023127900119,Y,2024-02-22,,Pending Trial,
UP2024132900083,Y,2024-10-03,,Pending Trial,
UP2025118200088,N,2026-04-27,B-Summary,,
UP2025097300104,N,2026-03-01,A-Summary,,
UP2025096200104,N,2025-08-21,B-Summary,,
UP2025072700013,Y,2025-12-30,,,
UP2023040500005,Y,2023-11-02,,Convicted,2024-07-05
UP2024098800082,N,2025-10-25,B-Summary,,
UP2024146100069,Y,2025-01-16,,,
UP2024049000072,Y,2024-10-02,,,
UP2023094200038,Y,2023-10-24,,Acquitted,2024-07-19
UP2025144000156,Y,2025-07-07,,Acquitted,2026-06-30
UP2025016500076,Y,2026-01-05,,Pending Trial,
UP2025031600082,Y,2025-08-12,,Acquitted,2026-06-30
UP2025038200044,Y,2025-07-15,,Pending Trial,
UP2023039700011,Y,2023-03-25,,,
UP2024057300102,N,2024-07-17,A-Summary,,
UP2024141700024,Y,2024-11-21,,,
UP2023134600009,Y,2023-03-08,,Pending Trial,
UP2023044500039,N,2023-10-22,B-Summary,,
UP2025083000143,Y,2026-02-10,,Pending Trial,
UP2023002500071,N,2024-01-20,A-Summary,,
UP2024148200166,N,2024-11-11,B-Summary,,
UP2024010300040,N,2025-07-01,A-Summary,,
UP2024148800094,Y,2025-02-10,,,
UP2024060400121,N,2024-07-29,B-Summary,,
UP2024118200084,Y,2024-05-20,,Pending Trial,
UP2025054400122,N,2026-04-10,A-Summary,,
UP2023063200054,N,2024-11-15,C-Summary,,
UP2024056900154,N,2025-06-06,C-Summary,,
UP2025051700051,N,2026-04-21,C-Summary,,
UP2023002900069,N,2024-10-26,A-Summary,,
UP2023081600090,Y,2023-11-01,,Pending Trial,
UP2024083000105,Y,2024-09-07,,,
UP2023069400100,Y,2023-11-11,,Pending Trial,
UP2023015900066,N,2023-07-05,C-Summary,,
UP2025004500148,Y,2025-07-25,,,
UP2025144400073,N,2026-02-28,A-Summary,,
UP2025139900193,N,2026-05-08,A-Summary,,
UP2025029600105,N,2026-01-17,C-Summary,,
UP2025115600026,Y,2025-08-16,,Pending Trial,
UP2025082600123,N,2025-09-11,C-Summary,,
UP2025008300013,N,2025-11-21,A-Summary,,
UP2025019600139,N,2025-07-28,A-Summary,,
UP2023055100072,N,2024-10-29,B-Summary,,
UP2023001000067,N,2024-08-29,B-Summary,,
UP2024004800103,Y,2024-12-12,,Pending Trial,
UP2025070600029,Y,2025-07-09,,Pending Trial,
UP2023125800058,Y,2023-12-31,,Pending Trial,
UP2023017700015,N,2024-06-26,B-Summary,,
UP2023053900085,N,2023-11-16,A-Summary,,
UP2024122100082,Y,2025-05-08,,Pending Trial,
UP2025034600088,N,2026-06-09,C-Summary,,
UP2024053300105,Y,2025-01-17,,Acquitted,2026-06-23
UP2025074100099,N,2026-06-30,C-Summary,,
UP2025134000040,N,2025-07-15,C-Summary,,
UP2023051300093,N,2024-02-12,C-Summary,,
UP2024110500117,Y,2024-05-20,,,
UP2024062400061,Y,2025-02-11,,,
UP2024120700087,N,2024-12-06,C-Summary,,
UP2023020100092,Y,2024-04-27,,Pending Trial,
UP2024019600119,N,2025-08-18,A-Summary,,
UP2024028600084,Y,2024-12-15,,,
UP2025084500081,Y,2026-01-20,,,
UP2023000200060,Y,2023-09-26,,Convicted,2024-11-30
UP2023108300108,N,2023-10-14,C-Summary,,
UP2024084200098,Y,2024-11-07,,Pending Trial,
UP2023121100108,Y,2023-07-19,,Pending Trial,
UP2023143700111,Y,2023-04-21,,Pending Trial,
UP2025028000021,Y,2025-10-16,,,
UP2025006400034,Y,2025-12-22,,Pending Trial,
UP2025046100066,N,2025-09-10,B-Summary,,
UP2024037700050,Y,2025-03-05,,,
UP2024095800061,N,2025-10-22,A-Summary,,
UP2025148200218,Y,2025-06-23,,Pending Trial,
UP2025132600112,N,2026-03-07,B-Summary,,
UP2024146000074,Y,2024-04-23,,,
UP2024084400127,N,2025-04-28,A-Summary,,
UP2023140200101,Y,2024-02-18,,,
UP2025075100024,N,2026-03-09,B-Summary,,
UP2023148800072,Y,2024-02-26,,Pending Trial,
UP2024115400115,Y,2024-06-24,,Acquitted,2025-04-23
UP2025122800119,Y,2025-11-08,,,
UP2025144100161,Y,2025-10-30,,,
UP2024100200058,N,2025-04-01,A-Summary,,
UP2025060800211,Y,2025-07-09,,,
UP2025147900178,N,2026-03-03,B-Summary,,
UP2024055600128,N,2024-05-13,A-Summary,,
UP2024110000118,Y,2025-04-21,,Pending Trial,
UP2023121200096,Y,2023-06-29,,Pending Trial,
UP2025074600129,Y,2025-05-29,,,
UP2024100800018,N,2025-03-13,A-Summary,,
UP2025051100166,Y,2025-09-24,,Acquitted,2026-06-30
UP2023083100061,N,2024-04-02,A-Summary,,
UP2024098700072,Y,2025-05-06,,Pending Trial,
UP2023031400048,N,2024-09-09,B-Summary,,
UP2023114800087,N,2024-06-27,A-Summary,,
UP2025076200104,N,2025-10-02,B-Summary,,
UP2024033100046,N,2025-01-19,A-Summary,,
UP2023056900125,N,2024-11-03,A-Summary,,
UP2023062500047,Y,2023-08-01,,Pending Trial,
UP2025122100098,Y,2025-10-13,,,
UP2024143800137,N,2025-02-19,A-Summary,,
UP2024005200118,N,2025-05-20,C-Summary,,
UP2024079900071,Y,2024-11-13,,Pending Trial,
UP2024137200024,N,2025-06-15,C-Summary,,
UP2023025400052,N,2024-04-02,C-Summary,,
UP2024015800082,N,2025-01-19,A-Summary,,
UP2023091300057,Y,2024-02-26,,Pending Trial,
UP2025113900031,Y,2025-05-15,,Acquitted,2025-11-07
UP2024091600091,Y,2024-09-27,,Pending Trial,
UP2024016300139,Y,2024-12-21,,Acquitted,2025-11-27
UP2025123300185,Y,2025-05-27,,Pending Trial,
UP2023098000052,Y,2023-08-06,,,
UP2023024400004,N,2024-03-15,A-Summary,,
UP2025060700098,Y,2025-09-11,,,
UP2024133400138,N,2024-06-12,A-Summary,,
UP2024069000176,Y,2025-01-07,,Pending Trial,
UP2024108900080,N,2024-12-18,B-Summary,,
UP2025085500110,N,2025-08-20,A-Summary,,
UP2024043300072,N,2025-05-23,A-Summary,,
UP2023054900101,N,2023-06-18,A-Summary,,
UP2024063400075,N,2025-02-28,A-Summary,,
UP2024069500149,Y,2025-01-16,,Pending Trial,
UP2025053600150,N,2026-06-17,B-Summary,,
UP2025134800013,N,2025-09-01,C-Summary,,
UP2024111100055,N,2024-12-06,B-Summary,,
UP2025046400108,Y,2025-10-23,,,
UP2024070800038,Y,2024-08-20,,Acquitted,2025-01-23
UP2024018500023,Y,2024-06-10,,,
UP2023021800039,Y,2023-10-07,,,
UP2024023600021,N,2025-06-04,B-Summary,,
UP2023020900016,Y,2023-05-19,,Pending Trial,
UP2025103500035,Y,2025-02-10,,Pending Trial,
UP2025051500041,N,2025-12-08,C-Summary,,
UP2023081500079,N,2023-12-10,A-Summary,,
UP2024115200091,N,2025-06-02,A-Summary,,
UP2023051400029,Y,2023-06-24,,Pending Trial,
UP2024060900031,N,2024-08-06,B-Summary,,
UP2024107900112,N,2024-05-18,B-Summary,,
UP2025070400038,N,2025-11-29,A-Summary,,
UP2025045800099,Y,2025-08-11,,,
UP2025076500077,N,2026-03-22,A-Summary,,
UP2024110500118,Y,2024-08-26,,,
UP2023000500069,N,2024-10-20,B-Summary,,
UP2025014300090,N,2026-02-20,A-Summary,,
UP2025117000083,Y,2025-10-15,,,
UP2023114500056,N,2024-12-27,A-Summary,,
UP2023034400068,N,2024-06-08,C-Summary,,
UP2024051000100,N,2025-03-23,C-Summary,,
UP2025021700095,N,2026-04-09,A-Summary,,
UP2024128100072,Y,2024-05-20,,,
UP2023147900121,N,2023-12-26,A-Summary,,
UP2024083700090,Y,2024-08-21,,,
UP2025014500075,Y,2025-08-24,,Pending Trial,
UP2023044500040,N,2024-05-22,A-Summary,,
UP2025098100065,N,2026-04-01,A-Summary,,
UP2024093300012,N,2024-08-07,C-Summary,,
UP2025029200120,Y,2025-11-12,,Acquitted,2026-06-30
UP2025107800087,N,2026-06-30,B-Summary,,
UP2024040200024,Y,2024-02-27,,,
UP2024022000054,Y,2025-01-06,,,
UP2025110500134,Y,2025-09-28,,,
UP2024108600090,Y,2024-08-17,,,
UP2025069000209,N,2026-06-17,A-Summary,,
UP2025001500105,Y,2025-07-04,,Pending Trial,
UP2023114600066,Y,2023-11-02,,Pending Trial,
UP2025122900142,Y,2026-03-30,,,
UP2025005200140,N,2025-09-30,A-Summary,,
UP2025109400134,Y,2025-09-12,,,
UP2024068500101,N,2024-11-24,A-Summary,,
UP2023045800081,N,2024-02-22,A-Summary,,
UP2025127700140,N,2025-07-24,B-Summary,,
UP2025056200108,Y,2025-10-07,,,
UP2024056500138,N,2025-04-17,A-Summary,,
UP2024029400058,Y,2024-03-28,,Pending Trial,
UP2025132400116,N,2026-01-05,B-Summary,,
UP2024018600023,N,2024-11-02,A-Summary,,
UP2023055400053,Y,2023-07-04,,Pending Trial,
UP2023127500083,N,2023-06-07,C-Summary,,
UP2024124500039,N,2024-11-25,B-Summary,,
UP2025022000060,N,2026-03-21,C-Summary,,
UP2025149500219,N,2025-12-29,C-Summary,,
UP2023133100095,N,2023-06-29,C-Summary,,
UP2024051000101,Y,2024-10-10,,Pending Trial,
UP2025004300084,N,2025-04-02,C-Summary,,
UP2024127900129,N,2024-08-30,A-Summary,,
UP2025110000165,Y,2025-11-27,,,
UP2025028700102,N,2026-06-30,A-Summary,,
UP2024105200157,Y,2024-11-09,,Pending Trial,
UP2024134900021,Y,2025-01-22,,Discharged,2026-01-01
UP2023069100102,Y,2023-04-26,,,
UP2025003100124,N,2026-05-28,C-Summary,,
UP2023024200014,Y,2023-07-03,,,
UP2023097700046,N,2024-01-14,B-Summary,,
UP2024048200021,N,2024-10-26,B-Summary,,
UP2024078500082,Y,2025-02-02,,Pending Trial,
UP2024112200082,Y,2025-03-17,,Pending Trial,
UP2025070000059,Y,2025-08-13,,,
UP2025004500149,Y,2025-08-23,,Convicted,2026-06-30
UP2023127800059,N,2024-09-03,A-Summary,,
UP2025143900122,Y,2026-02-07,,,
UP2024068700109,Y,2025-04-29,,Pending Trial,
UP2024095400083,N,2025-03-26,B-Summary,,
UP2024052100040,N,2025-01-28,B-Summary,,
UP2024091300101,N,2024-09-21,A-Summary,,
UP2024028500073,Y,2025-02-07,,Pending Trial,
UP2025146000092,Y,2025-08-18,,Pending Trial,
UP2025068600123,N,2026-06-30,A-Summary,,
UP2024000300084,N,2024-10-25,C-Summary,,
UP2025106900067,Y,2025-11-26,,Pending Trial,
UP2025058100071,Y,2026-01-12,,,
UP2025147100115,Y,2025-10-19,,,
UP2025003100125,N,2026-02-07,A-Summary,,
UP2025080300057,Y,2025-09-25,,Acquitted,2026-05-03
UP2024081500103,N,2025-05-11,B-Summary,,
UP2025052800177,N,2025-12-12,C-Summary,,
UP2023054900102,Y,2023-11-20,,,
UP2025044900092,Y,2026-02-25,,Pending Trial,
UP2023120600087,N,2024-05-20,A-Summary,,
UP2025083600111,N,2026-05-16,C-Summary,,
UP2024123200149,Y,2025-01-21,,Convicted,2026-03-27
UP2023105200116,N,2024-03-31,B-Summary,,
UP2023097600047,N,2023-11-15,C-Summary,,
UP2023037800045,Y,2023-10-16,,,
UP2024119900079,N,2025-04-21,B-Summary,,
UP2023051700023,Y,2024-04-18,,Pending Trial,
UP2024042000017,Y,2025-01-30,,Pending Trial,
UP2024053000169,N,2024-11-03,A-Summary,,
UP2023091600056,Y,2023-04-27,,Pending Trial,
UP2024149200150,Y,2025-05-14,,Convicted,2026-04-16
UP2023006000029,N,2023-11-19,C-Summary,,
UP2025118500049,Y,2025-12-31,,,
UP2024147200194,Y,2024-08-18,,Pending Trial,
UP2024077400024,Y,2024-08-11,,Convicted,2025-04-29
UP2025029500093,N,2025-04-25,C-Summary,,
UP2024060300095,Y,2025-02-13,,Pending Trial,
UP2025081500118,N,2025-09-28,C-Summary,,
